year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	GP	GS	PO	A	E	FldPct	CI	PB	SBA	CSB	IDP	TP
2015	12080	327	Kansas St.	-	Opponent Totals	-	-	-	-	39	1,026	486	47	0.970	 	8	50	20	32	 
2015	12080	1157	Kennesaw St.	-	Totals	-	-	-	-	44	1,173	464	63	0.963	1	13	79	12	42	 
2015	12080	1157	Kennesaw St.	-	Opponent Totals	-	-	-	-	44	1,165	448	50	0.970	 	14	54	15	26	 
2015	12080	331	Kent St.	-	Totals	-	-	-	-	40	1,072	383	58	0.962	 	4	73	19	19	 
2015	12080	331	Kent St.	-	Opponent Totals	-	-	-	-	40	1,074	441	54	0.966	2	12	45	17	43	 
2015	12080	334	Kentucky	-	Totals	-	-	-	-	42	1,127	471	59	0.964	1	2	39	12	42	 
2015	12080	334	Kentucky	-	Opponent Totals	-	-	-	-	42	1,111	430	49	0.969	 	6	46	14	48	 
2015	12080	361	LIU Brooklyn	-	Totals	-	-	-	-	37	917	358	51	0.962	1	11	48	15	27	 
2015	12080	361	LIU Brooklyn	-	Opponent Totals	-	-	-	-	37	955	418	38	0.973	 	8	54	24	29	 
2015	12080	365	LSU	-	Totals	-	-	-	-	44	1,251	471	43	0.976	1	2	33	21	36	 
2015	12080	365	LSU	-	Opponent Totals	-	-	-	-	44	1,174	475	78	0.955	 	9	78	20	40	 
2015	12080	340	La Salle	-	Totals	-	-	-	-	41	1,075	357	64	0.957	 	2	40	11	20	 
2015	12080	340	La Salle	-	Opponent Totals	-	-	-	-	41	1,083	395	58	0.962	 	14	23	13	29	 
2015	12080	671	La.-Lafayette	-	Totals	-	-	-	-	43	1,172	483	58	0.966	1	9	35	20	34	 
2015	12080	671	La.-Lafayette	-	Opponent Totals	-	-	-	-	43	1,150	477	55	0.967	 	4	58	28	36	 
2015	12080	498	La.-Monroe	-	Totals	-	-	-	-	44	1,151	490	66	0.961	 	8	51	24	39	 
